---------------------------------------------
                   Orthogonal Coordinates  
 No.     Label    xo [Å]   yo [Å]   zo [Å]   
 122895.  Zn1       1.4600   0.5479  -1.4662
 122980.  Zn101     0.8187   1.4755  -1.7183
 122981.  Zn101     1.4755   1.7183  -0.8187
 122982.  Zn101     1.7183   0.8187  -1.4755
 122989.  Zn101     1.4755   0.8187  -1.7183
 122990.  Zn101     1.7183   1.4755  -0.8187
 122991.  Zn101     0.8187   1.7183  -1.4755
 123074.  Zn102     0.5292   1.5565  -1.6436
 123081.  Zn102     1.6436   0.5292  -1.5565
 123083.  Zn102     1.5565   0.5292  -1.6436
 123088.  Zn102     1.6436   1.5565  -0.5292
 123091.  Zn102     1.5565   1.6436  -0.5292
 123096.  Zn102     0.5292   1.6436  -1.5565
 123169.  Zn103     0.5697   0.8063  -0.6848
 123176.  Zn103     0.6848   0.5697  -0.8063
 123178.  Zn103     0.8063   0.5697  -0.6848
 123186.  Zn103     0.6848   0.8063  -0.5697
 123189.  Zn103     0.8063   0.6848  -0.5697
 123191.  Zn103     0.5697   0.6848  -0.8063
 123267.  Zn104     1.5160   1.5783  -0.7720
 123271.  Zn104     0.7720   1.5160  -1.5783
 123276.  Zn104     1.5783   1.5160  -0.7720
 123281.  Zn104     0.7720   1.5783  -1.5160
 123284.  Zn104     1.5783   0.7720  -1.5160
 123286.  Zn104     1.5160   0.7720  -1.5783
 123396.  Zn106     1.4537   1.6810  -0.6942
 123397.  Zn106     1.6810   0.6942  -1.4537
 123401.  Zn106     0.6942   1.4537  -1.6810
 123421.  Zn106     1.6810   1.4537  -0.6942
 123426.  Zn106     0.6942   1.6810  -1.4537
 123428.  Zn106     1.4537   0.6942  -1.6810
 123486.  Zn107     1.7090   1.5876  -0.7658
 123506.  Zn107     0.7658   1.7090  -1.5876
 123511.  Zn107     1.5876   1.7090  -0.7658
 123528.  Zn107     0.7658   1.5876  -1.7090
 123535.  Zn107     1.5876   0.7658  -1.7090
 123551.  Zn107     1.7090   0.7658  -1.5876
 123577.  Zn108     0.7098   1.6094  -1.3230
 123600.  Zn108     1.3230   0.7098  -1.6094
 123606.  Zn108     1.6094   0.7098  -1.3230
 123629.  Zn108     1.3230   1.6094  -0.7098
 123638.  Zn108     1.6094   1.3230  -0.7098
 123643.  Zn108     0.7098   1.3230  -1.6094
 123680.  Zn109     0.9308   0.6101  -0.5043
 123691.  Zn109     0.5043   0.9308  -0.6101
 123707.  Zn109     0.6101   0.9308  -0.5043
 123721.  Zn109     0.5043   0.6101  -0.9308
 123732.  Zn109     0.6101   0.5043  -0.9308
 123738.  Zn109     0.9308   0.5043  -0.6101
 123779.  Zn11      0.6755   1.7931  -1.2701
 123783.  Zn11      1.7931   1.2701  -0.6755
 123784.  Zn11      1.2701   0.6755  -1.7931
 123806.  Zn11      1.7931   0.6755  -1.2701
 123808.  Zn11      1.2701   1.7931  -0.6755
 123813.  Zn11      0.6755   1.2701  -1.7931
 123875.  Zn111     1.2078   1.8055  -0.7627
 123879.  Zn111     1.8055   0.7627  -1.2078
 123880.  Zn111     0.7627   1.2078  -1.8055
 123902.  Zn111     1.8055   1.2078  -0.7627
 123904.  Zn111     0.7627   1.8055  -1.2078
 123909.  Zn111     1.2078   0.7627  -1.8055
 123964.  Zn112     1.6654   1.7619  -0.8094
 123987.  Zn112     0.8094   1.6654  -1.7619
 123993.  Zn112     1.7619   1.6654  -0.8094
 124007.  Zn112     0.8094   1.7619  -1.6654
 124016.  Zn112     1.7619   0.8094  -1.6654
 124030.  Zn112     1.6654   0.8094  -1.7619
 124058.  Zn113     0.5323   1.5160  -1.5969
 124078.  Zn113     1.5969   0.5323  -1.5160
 124085.  Zn113     1.5160   0.5323  -1.5969
 124108.  Zn113     1.5969   1.5160  -0.5323
 124119.  Zn113     1.5160   1.5969  -0.5323
 124125.  Zn113     0.5323   1.5969  -1.5160
 124161.  Zn114     0.7471   0.6350  -0.5728
 124172.  Zn114     0.5728   0.7471  -0.6350
 124186.  Zn114     0.6350   0.7471  -0.5728
 124203.  Zn114     0.5728   0.6350  -0.7471
 124210.  Zn114     0.6350   0.5728  -0.7471
 124217.  Zn114     0.7471   0.5728  -0.6350
 124258.  Zn116     1.3479   1.2701  -0.8747
 124262.  Zn116     1.2701   0.8747  -1.3479
 124266.  Zn116     0.8747   1.3479  -1.2701
 124287.  Zn116     1.2701   1.3479  -0.8747
 124289.  Zn116     0.8747   1.2701  -1.3479
 124291.  Zn116     1.3479   0.8747  -1.2701
 124349.  Zn117     1.3915   1.3635  -0.9494
 124369.  Zn117     0.9494   1.3915  -1.3635
 124376.  Zn117     1.3635   1.3915  -0.9494
 124390.  Zn117     0.9494   1.3635  -1.3915
 124401.  Zn117     1.3635   0.9494  -1.3915
 124416.  Zn117     1.3915   0.9494  -1.3635
 124443.  Zn118     0.9993   1.3790  -1.4102
 124463.  Zn118     1.4102   0.9993  -1.3790
 124468.  Zn118     1.3790   0.9993  -1.4102
 124494.  Zn118     1.4102   1.3790  -0.9993
 124501.  Zn118     1.3790   1.4102  -0.9993
 124508.  Zn118     0.9993   1.4102  -1.3790
 124543.  Zn119     1.0117   0.6662  -1.0210
 124557.  Zn119     1.0210   1.0117  -0.6662
 124572.  Zn119     0.6662   1.0117  -1.0210
 124586.  Zn119     1.0210   0.6662  -1.0117
 124595.  Zn119     0.6662   1.0210  -1.0117
 124600.  Zn119     1.0117   1.0210  -0.6662
 124636.  Zn12      1.0926   1.8678  -1.6405
 124659.  Zn12      1.6405   1.0926  -1.8678
 124665.  Zn12      1.8678   1.0926  -1.6405
 124679.  Zn12      1.6405   1.8678  -1.0926
 124688.  Zn12      1.8678   1.6405  -1.0926
 124702.  Zn12      1.0926   1.6405  -1.8678
 124708.  Zn121     1.0740   1.8242  -0.6133
 124709.  Zn121     1.8242   0.6133  -1.0740
 124710.  Zn121     0.6133   1.0740  -1.8242
 124717.  Zn121     1.8242   1.0740  -0.6133
 124718.  Zn121     0.6133   1.8242  -1.0740
 124719.  Zn121     1.0740   0.6133  -1.8242
 124802.  Zn122     1.6592   1.7713  -1.2670
 124809.  Zn122     1.2670   1.6592  -1.7713
 124811.  Zn122     1.7713   1.6592  -1.2670
 124816.  Zn122     1.2670   1.7713  -1.6592
 124819.  Zn122     1.7713   1.2670  -1.6592
 124824.  Zn122     1.6592   1.2670  -1.7713
 124897.  Zn123     0.3424   1.1456  -1.8429
 124904.  Zn123     1.8429   0.3424  -1.1456
 124906.  Zn123     1.1456   0.3424  -1.8429
 124914.  Zn123     1.8429   1.1456  -0.3424
 124917.  Zn123     1.1456   1.8429  -0.3424
 124919.  Zn123     0.3424   1.8429  -1.1456
 124995.  Zn124     0.9432   0.6880  -0.4607
 124999.  Zn124     0.4607   0.9432  -0.6880
 125004.  Zn124     0.6880   0.9432  -0.4607
 125009.  Zn124     0.4607   0.6880  -0.9432
 125012.  Zn124     0.6880   0.4607  -0.9432
 125014.  Zn124     0.9432   0.4607  -0.6880
 125124.  Zn126     1.0740   1.2078  -1.0864
 125125.  Zn126     1.2078   1.0864  -1.0740
 125129.  Zn126     1.0864   1.0740  -1.2078
 125149.  Zn126     1.2078   1.0740  -1.0864
 125154.  Zn126     1.0864   1.2078  -1.0740
 125156.  Zn126     1.0740   1.0864  -1.2078
 125214.  Zn127     1.3012   1.4724  -1.0771
 125234.  Zn127     1.0771   1.3012  -1.4724
 125239.  Zn127     1.4724   1.3012  -1.0771
 125256.  Zn127     1.0771   1.4724  -1.3012
 125263.  Zn127     1.4724   1.0771  -1.3012
 125279.  Zn127     1.3012   1.0771  -1.4724
 125305.  Zn128     0.9432   1.1020  -1.4071
 125328.  Zn128     1.4071   0.9432  -1.1020
 125334.  Zn128     1.1020   0.9432  -1.4071
 125357.  Zn128     1.4071   1.1020  -0.9432
 125366.  Zn128     1.1020   1.4071  -0.9432
 125371.  Zn128     0.9432   1.4071  -1.1020
 125408.  Zn129     1.2856   0.6973  -0.9557
 125419.  Zn129     0.9557   1.2856  -0.6973
 125435.  Zn129     0.6973   1.2856  -0.9557
 125449.  Zn129     0.9557   0.6973  -1.2856
 125460.  Zn129     0.6973   0.9557  -1.2856
 125466.  Zn129     1.2856   0.9557  -0.6973
 125498.  Zn13      0.3455   0.6164  -1.1331
 125518.  Zn13      1.1331   0.3455  -0.6164
 125525.  Zn13      0.6164   0.3455  -1.1331
 125548.  Zn13      1.1331   0.6164  -0.3455
 125559.  Zn13      0.6164   1.1331  -0.3455
 125565.  Zn13      0.3455   1.1331  -0.6164
 125603.  Zn131     1.0179   1.0553  -0.7409
 125607.  Zn131     1.0553   0.7409  -1.0179
 125608.  Zn131     0.7409   1.0179  -1.0553
 125630.  Zn131     1.0553   1.0179  -0.7409
 125632.  Zn131     0.7409   1.0553  -1.0179
 125637.  Zn131     1.0179   0.7409  -1.0553
 125692.  Zn132     1.4537   0.9526  -1.2732
 125715.  Zn132     1.2732   1.4537  -0.9526
 125721.  Zn132     0.9526   1.4537  -1.2732
 125735.  Zn132     1.2732   0.9526  -1.4537
 125744.  Zn132     0.9526   1.2732  -1.4537
 125758.  Zn132     1.4537   1.2732  -0.9526
 125786.  Zn133     1.4942   0.8249  -1.2047
 125806.  Zn133     1.2047   1.4942  -0.8249
 125813.  Zn133     0.8249   1.4942  -1.2047
 125836.  Zn133     1.2047   0.8249  -1.4942
 125847.  Zn133     0.8249   1.2047  -1.4942
 125853.  Zn133     1.4942   1.2047  -0.8249
 125889.  Zn134     1.3884   1.0646  -1.1020
 125900.  Zn134     1.1020   1.3884  -1.0646
 125914.  Zn134     1.0646   1.3884  -1.1020
 125931.  Zn134     1.1020   1.0646  -1.3884
 125938.  Zn134     1.0646   1.1020  -1.3884
 125945.  Zn134     1.3884   1.1020  -1.0646
 125986.  Zn136     0.8187   1.3106  -1.0709
 125990.  Zn136     1.3106   1.0709  -0.8187
 125994.  Zn136     1.0709   0.8187  -1.3106
 126015.  Zn136     1.3106   0.8187  -1.0709
 126017.  Zn136     1.0709   1.3106  -0.8187
 126019.  Zn136     0.8187   1.0709  -1.3106
 126077.  Zn137     1.1518   1.1207  -1.6343
 126097.  Zn137     1.6343   1.1518  -1.1207
 126104.  Zn137     1.1207   1.1518  -1.6343
 126118.  Zn137     1.6343   1.1207  -1.1518
 126129.  Zn137     1.1207   1.6343  -1.1518
 126144.  Zn137     1.1518   1.6343  -1.1207
 126171.  Zn138     1.0428   0.6226  -1.0242
 126191.  Zn138     1.0242   1.0428  -0.6226
 126196.  Zn138     0.6226   1.0428  -1.0242
 126222.  Zn138     1.0242   0.6226  -1.0428
 126229.  Zn138     0.6226   1.0242  -1.0428
 126236.  Zn138     1.0428   1.0242  -0.6226
 126271.  Zn139     1.3821   1.4693  -0.9277
 126285.  Zn139     0.9277   1.3821  -1.4693
 126300.  Zn139     1.4693   1.3821  -0.9277
 126314.  Zn139     0.9277   1.4693  -1.3821
 126323.  Zn139     1.4693   0.9277  -1.3821
 126328.  Zn139     1.3821   0.9277  -1.4693
 126369.  Zn14      1.5160   1.1269  -0.5759
 126380.  Zn14      0.5759   1.5160  -1.1269
 126394.  Zn14      1.1269   1.5160  -0.5759
 126411.  Zn14      0.5759   1.1269  -1.5160
 126418.  Zn14      1.1269   0.5759  -1.5160
 126425.  Zn14      1.5160   0.5759  -1.1269
 126436.  Zn141     1.1207   1.4662  -0.5074
 126437.  Zn141     1.4662   0.5074  -1.1207
 126438.  Zn141     0.5074   1.1207  -1.4662
 126445.  Zn141     1.4662   1.1207  -0.5074
 126446.  Zn141     0.5074   1.4662  -1.1207
 126447.  Zn141     1.1207   0.5074  -1.4662
 126530.  Zn142     1.8398   1.2576  -1.2047
 126537.  Zn142     1.2047   1.8398  -1.2576
 126539.  Zn142     1.2576   1.8398  -1.2047
 126544.  Zn142     1.2047   1.2576  -1.8398
 126547.  Zn142     1.2576   1.2047  -1.8398
 126552.  Zn142     1.8398   1.2047  -1.2576
 126625.  Zn143     0.7938   1.2358  -1.8366
 126632.  Zn143     1.8366   0.7938  -1.2358
 126634.  Zn143     1.2358   0.7938  -1.8366
 126642.  Zn143     1.8366   1.2358  -0.7938
 126645.  Zn143     1.2358   1.8366  -0.7938
 126647.  Zn143     0.7938   1.8366  -1.2358
 126723.  Zn144     0.9744   0.5354  -0.8872
 126727.  Zn144     0.8872   0.9744  -0.5354
 126732.  Zn144     0.5354   0.9744  -0.8872
 126737.  Zn144     0.8872   0.5354  -0.9744
 126740.  Zn144     0.5354   0.8872  -0.9744
 126742.  Zn144     0.9744   0.8872  -0.5354
 126852.  Zn146     1.4195   1.4413  -0.5666
 126853.  Zn146     1.4413   0.5666  -1.4195
 126857.  Zn146     0.5666   1.4195  -1.4413
 126877.  Zn146     1.4413   1.4195  -0.5666
 126882.  Zn146     0.5666   1.4413  -1.4195
 126884.  Zn146     1.4195   0.5666  -1.4413
 126942.  Zn147     1.7588   1.8833  -0.8249
 126962.  Zn147     0.8249   1.7588  -1.8833
 126967.  Zn147     1.8833   1.7588  -0.8249
 126984.  Zn147     0.8249   1.8833  -1.7588
 126991.  Zn147     1.8833   0.8249  -1.7588
 127007.  Zn147     1.7588   0.8249  -1.8833
 127033.  Zn148     0.7066   1.3168  -1.7837
 127056.  Zn148     1.7837   0.7066  -1.3168
 127062.  Zn148     1.3168   0.7066  -1.7837
 127085.  Zn148     1.7837   1.3168  -0.7066
 127094.  Zn148     1.3168   1.7837  -0.7066
 127099.  Zn148     0.7066   1.7837  -1.3168
 127136.  Zn149     1.0677   0.2615  -0.5354
 127147.  Zn149     0.5354   1.0677  -0.2615
 127163.  Zn149     0.2615   1.0677  -0.5354
 127177.  Zn149     0.5354   0.2615  -1.0677
 127188.  Zn149     0.2615   0.5354  -1.0677
 127194.  Zn149     1.0677   0.5354  -0.2615
 127235.  Zn151     1.4444   1.3074  -0.9245
 127239.  Zn151     1.3074   0.9245  -1.4444
 127240.  Zn151     0.9245   1.4444  -1.3074
 127262.  Zn151     1.3074   1.4444  -0.9245
 127264.  Zn151     0.9245   1.3074  -1.4444
 127269.  Zn151     1.4444   0.9245  -1.3074
 127324.  Zn152     1.2981   1.1767  -0.7471
 127347.  Zn152     0.7471   1.2981  -1.1767
 127353.  Zn152     1.1767   1.2981  -0.7471
 127367.  Zn152     0.7471   1.1767  -1.2981
 127376.  Zn152     1.1767   0.7471  -1.2981
 127390.  Zn152     1.2981   0.7471  -1.1767
 127418.  Zn153     1.1269   1.4506  -1.3884
 127438.  Zn153     1.3884   1.1269  -1.4506
 127445.  Zn153     1.4506   1.1269  -1.3884
 127468.  Zn153     1.3884   1.4506  -1.1269
 127479.  Zn153     1.4506   1.3884  -1.1269
 127485.  Zn153     1.1269   1.3884  -1.4506
 127521.  Zn154     0.6008   1.1207  -1.0397
 127532.  Zn154     1.0397   0.6008  -1.1207
 127546.  Zn154     1.1207   0.6008  -1.0397
 127563.  Zn154     1.0397   1.1207  -0.6008
 127570.  Zn154     1.1207   1.0397  -0.6008
 127577.  Zn154     0.6008   1.0397  -1.1207
 127618.  Zn156     0.9277   1.2109  -0.9588
 127622.  Zn156     1.2109   0.9588  -0.9277
 127626.  Zn156     0.9588   0.9277  -1.2109
 127647.  Zn156     1.2109   0.9277  -0.9588
 127649.  Zn156     0.9588   1.2109  -0.9277
 127651.  Zn156     0.9277   0.9588  -1.2109
 127709.  Zn157     1.3230   1.0024  -1.4600
 127729.  Zn157     1.4600   1.3230  -1.0024
 127736.  Zn157     1.0024   1.3230  -1.4600
 127750.  Zn157     1.4600   1.0024  -1.3230
 127761.  Zn157     1.0024   1.4600  -1.3230
 127776.  Zn157     1.3230   1.4600  -1.0024
 127803.  Zn158     1.1362   0.8747  -1.1954
 127823.  Zn158     1.1954   1.1362  -0.8747
 127828.  Zn158     0.8747   1.1362  -1.1954
 127854.  Zn158     1.1954   0.8747  -1.1362
 127861.  Zn158     0.8747   1.1954  -1.1362
 127868.  Zn158     1.1362   1.1954  -0.8747
 127903.  Zn159     1.4164   1.1393  -0.9961
 127917.  Zn159     0.9961   1.4164  -1.1393
 127932.  Zn159     1.1393   1.4164  -0.9961
 127946.  Zn159     0.9961   1.1393  -1.4164
 127955.  Zn159     1.1393   0.9961  -1.4164
 127960.  Zn159     1.4164   0.9961  -1.1393
 128002.  Zn16      1.6467   0.8063  -0.8094
 128006.  Zn16      0.8063   0.8094  -1.6467
 128010.  Zn16      0.8094   1.6467  -0.8063
 128031.  Zn16      0.8063   1.6467  -0.8094
 128033.  Zn16      0.8094   0.8063  -1.6467
 128035.  Zn16      1.6467   0.8094  -0.8063
 128093.  Zn17      1.4506   1.0989  -0.6319
 128113.  Zn17      0.6319   1.4506  -1.0989
 128120.  Zn17      1.0989   1.4506  -0.6319
 128134.  Zn17      0.6319   1.0989  -1.4506
 128145.  Zn17      1.0989   0.6319  -1.4506
 128160.  Zn17      1.4506   0.6319  -1.0989
 128187.  Zn18      1.1674   1.4755  -1.8460
 128207.  Zn18      1.8460   1.1674  -1.4755
 128212.  Zn18      1.4755   1.1674  -1.8460
 128238.  Zn18      1.8460   1.4755  -1.1674
 128245.  Zn18      1.4755   1.8460  -1.1674
 128252.  Zn18      1.1674   1.8460  -1.4755
 128287.  Zn19      0.7347   0.6101  -1.3292
 128301.  Zn19      1.3292   0.7347  -0.6101
 128316.  Zn19      0.6101   0.7347  -1.3292
 128330.  Zn19      1.3292   0.6101  -0.7347
 128339.  Zn19      0.6101   1.3292  -0.7347
 128344.  Zn19      0.7347   1.3292  -0.6101
 128354.  Zn2       1.7152   1.2078  -0.8841
 128361.  Zn2       0.8841   1.7152  -1.2078
 128363.  Zn2       1.2078   1.7152  -0.8841
 128368.  Zn2       0.8841   1.2078  -1.7152
 128371.  Zn2       1.2078   0.8841  -1.7152
 128376.  Zn2       1.7152   0.8841  -1.2078
 128452.  Zn21      1.1425   1.7028  -0.8779
 128453.  Zn21      1.7028   0.8779  -1.1425
 128454.  Zn21      0.8779   1.1425  -1.7028
 128461.  Zn21      1.7028   1.1425  -0.8779
 128462.  Zn21      0.8779   1.7028  -1.1425
 128463.  Zn21      1.1425   0.8779  -1.7028
 128546.  Zn22      1.1985   1.5689  -1.3261
 128553.  Zn22      1.3261   1.1985  -1.5689
 128555.  Zn22      1.5689   1.1985  -1.3261
 128560.  Zn22      1.3261   1.5689  -1.1985
 128563.  Zn22      1.5689   1.3261  -1.1985
 128568.  Zn22      1.1985   1.3261  -1.5689
 128641.  Zn23      0.7098   0.9463  -1.3137
 128648.  Zn23      1.3137   0.7098  -0.9463
 128650.  Zn23      0.9463   0.7098  -1.3137
 128658.  Zn23      1.3137   0.9463  -0.7098
 128661.  Zn23      0.9463   1.3137  -0.7098
 128663.  Zn23      0.7098   1.3137  -0.9463
 128739.  Zn24      0.9993   1.1642  -0.6662
 128743.  Zn24      0.6662   0.9993  -1.1642
 128748.  Zn24      1.1642   0.9993  -0.6662
 128753.  Zn24      0.6662   1.1642  -0.9993
 128756.  Zn24      1.1642   0.6662  -0.9993
 128758.  Zn24      0.9993   0.6662  -1.1642
 128868.  Zn26      1.0242   1.7931  -0.6631
 128869.  Zn26      1.7931   0.6631  -1.0242
 128873.  Zn26      0.6631   1.0242  -1.7931
 128893.  Zn26      1.7931   1.0242  -0.6631
 128898.  Zn26      0.6631   1.7931  -1.0242
 128900.  Zn26      1.0242   0.6631  -1.7931
 128958.  Zn27      1.9020   1.7183  -1.1300
 128978.  Zn27      1.1300   1.9020  -1.7183
 128983.  Zn27      1.7183   1.9020  -1.1300
 129000.  Zn27      1.1300   1.7183  -1.9020
 129007.  Zn27      1.7183   1.1300  -1.9020
 129023.  Zn27      1.9020   1.1300  -1.7183
 129049.  Zn28      0.5448   1.0677  -1.5222
 129072.  Zn28      1.5222   0.5448  -1.0677
 129078.  Zn28      1.0677   0.5448  -1.5222
 129101.  Zn28      1.5222   1.0677  -0.5448
 129110.  Zn28      1.0677   1.5222  -0.5448
 129115.  Zn28      0.5448   1.5222  -1.0677
 129152.  Zn29      1.3759   0.6101  -0.2802
 129163.  Zn29      0.2802   1.3759  -0.6101
 129179.  Zn29      0.6101   1.3759  -0.2802
 129193.  Zn29      0.2802   0.6101  -1.3759
 129204.  Zn29      0.6101   0.2802  -1.3759
 129210.  Zn29      1.3759   0.2802  -0.6101
 129217.  Zn3       1.0055   1.4662  -1.5160
 129224.  Zn3       1.5160   1.0055  -1.4662
 129226.  Zn3       1.4662   1.0055  -1.5160
 129234.  Zn3       1.5160   1.4662  -1.0055
 129237.  Zn3       1.4662   1.5160  -1.0055
 129239.  Zn3       1.0055   1.5160  -1.4662
 129347.  Zn31      1.7028   1.1611  -0.6880
 129351.  Zn31      1.1611   0.6880  -1.7028
 129352.  Zn31      0.6880   1.7028  -1.1611
 129374.  Zn31      1.1611   1.7028  -0.6880
 129376.  Zn31      0.6880   1.1611  -1.7028
 129381.  Zn31      1.7028   0.6880  -1.1611
 129436.  Zn32      1.4631   1.1456  -0.8125
 129459.  Zn32      0.8125   1.4631  -1.1456
 129465.  Zn32      1.1456   1.4631  -0.8125
 129479.  Zn32      0.8125   1.1456  -1.4631
 129488.  Zn32      1.1456   0.8125  -1.4631
 129502.  Zn32      1.4631   0.8125  -1.1456
 129530.  Zn33      1.0304   1.6467  -1.7152
 129550.  Zn33      1.7152   1.0304  -1.6467
 129557.  Zn33      1.6467   1.0304  -1.7152
 129580.  Zn33      1.7152   1.6467  -1.0304
 129591.  Zn33      1.6467   1.7152  -1.0304
 129597.  Zn33      1.0304   1.7152  -1.6467
 129633.  Zn34      0.4794   0.7502  -1.0210
 129644.  Zn34      1.0210   0.4794  -0.7502
 129658.  Zn34      0.7502   0.4794  -1.0210
 129675.  Zn34      1.0210   0.7502  -0.4794
 129682.  Zn34      0.7502   1.0210  -0.4794
 129689.  Zn34      0.4794   1.0210  -0.7502
 129730.  Zn36      1.2576   1.3604  -0.6880
 129734.  Zn36      1.3604   0.6880  -1.2576
 129738.  Zn36      0.6880   1.2576  -1.3604
 129759.  Zn36      1.3604   1.2576  -0.6880
 129761.  Zn36      0.6880   1.3604  -1.2576
 129763.  Zn36      1.2576   0.6880  -1.3604
 129821.  Zn37      1.3541   1.5814  -1.1891
 129841.  Zn37      1.1891   1.3541  -1.5814
 129848.  Zn37      1.5814   1.3541  -1.1891
 129862.  Zn37      1.1891   1.5814  -1.3541
 129873.  Zn37      1.5814   1.1891  -1.3541
 129888.  Zn37      1.3541   1.1891  -1.5814
 129915.  Zn38      0.8063   0.8561  -1.7059
 129935.  Zn38      1.7059   0.8063  -0.8561
 129940.  Zn38      0.8561   0.8063  -1.7059
 129966.  Zn38      1.7059   0.8561  -0.8063
 129973.  Zn38      0.8561   1.7059  -0.8063
 129980.  Zn38      0.8063   1.7059  -0.8561
 130015.  Zn39      1.0740   0.8094  -0.8716
 130029.  Zn39      0.8716   1.0740  -0.8094
 130044.  Zn39      0.8094   1.0740  -0.8716
 130058.  Zn39      0.8716   0.8094  -1.0740
 130067.  Zn39      0.8094   0.8716  -1.0740
 130072.  Zn39      1.0740   0.8716  -0.8094
 130083.  Zn4       0.8779   0.6942  -0.8094
 130087.  Zn4       0.8094   0.8779  -0.6942
 130092.  Zn4       0.6942   0.8779  -0.8094
 130097.  Zn4       0.8094   0.6942  -0.8779
 130100.  Zn4       0.6942   0.8094  -0.8779
 130102.  Zn4       0.8779   0.8094  -0.6942
 130180.  Zn41      0.6848   1.0615  -0.5666
 130181.  Zn41      1.0615   0.5666  -0.6848
 130182.  Zn41      0.5666   0.6848  -1.0615
 130189.  Zn41      1.0615   0.6848  -0.5666
 130190.  Zn41      0.5666   1.0615  -0.6848
 130191.  Zn41      0.6848   0.5666  -1.0615
 130274.  Zn42      1.6561   0.8872  -1.5378
 130281.  Zn42      1.5378   1.6561  -0.8872
 130283.  Zn42      0.8872   1.6561  -1.5378
 130288.  Zn42      1.5378   0.8872  -1.6561
 130291.  Zn42      0.8872   1.5378  -1.6561
 130296.  Zn42      1.6561   1.5378  -0.8872
 130369.  Zn43      1.3074   0.8810  -1.6374
 130376.  Zn43      1.6374   1.3074  -0.8810
 130378.  Zn43      0.8810   1.3074  -1.6374
 130386.  Zn43      1.6374   0.8810  -1.3074
 130389.  Zn43      0.8810   1.6374  -1.3074
 130391.  Zn43      1.3074   1.6374  -0.8810
 130467.  Zn44      1.3417   0.5666  -1.4662
 130471.  Zn44      1.4662   1.3417  -0.5666
 130476.  Zn44      0.5666   1.3417  -1.4662
 130481.  Zn44      1.4662   0.5666  -1.3417
 130484.  Zn44      0.5666   1.4662  -1.3417
 130486.  Zn44      1.3417   1.4662  -0.5666
 130596.  Zn46      1.5253   0.7315  -0.7658
 130597.  Zn46      0.7315   0.7658  -1.5253
 130601.  Zn46      0.7658   1.5253  -0.7315
 130621.  Zn46      0.7315   1.5253  -0.7658
 130626.  Zn46      0.7658   0.7315  -1.5253
 130628.  Zn46      1.5253   0.7658  -0.7315
 130686.  Zn47      1.7215   0.8218  -0.5634
 130706.  Zn47      0.5634   1.7215  -0.8218
 130711.  Zn47      0.8218   1.7215  -0.5634
 130728.  Zn47      0.5634   0.8218  -1.7215
 130735.  Zn47      0.8218   0.5634  -1.7215
 130751.  Zn47      1.7215   0.5634  -0.8218
 130777.  Zn48      1.6903   1.4039  -1.4537
 130800.  Zn48      1.4537   1.6903  -1.4039
 130806.  Zn48      1.4039   1.6903  -1.4537
 130829.  Zn48      1.4537   1.4039  -1.6903
 130838.  Zn48      1.4039   1.4537  -1.6903
 130843.  Zn48      1.6903   1.4537  -1.4039
 130880.  Zn49      0.9152   0.6848  -1.2794
 130891.  Zn49      1.2794   0.9152  -0.6848
 130907.  Zn49      0.6848   0.9152  -1.2794
 130921.  Zn49      1.2794   0.6848  -0.9152
 130932.  Zn49      0.6848   1.2794  -0.9152
 130938.  Zn49      0.9152   1.2794  -0.6848
 130979.  Zn51      0.6848   1.0771  -0.8125
 130983.  Zn51      1.0771   0.8125  -0.6848
 130984.  Zn51      0.8125   0.6848  -1.0771
 131006.  Zn51      1.0771   0.6848  -0.8125
 131008.  Zn51      0.8125   1.0771  -0.6848
 131013.  Zn51      0.6848   0.8125  -1.0771
 131068.  Zn52      1.4631   1.2576  -1.5253
 131091.  Zn52      1.5253   1.4631  -1.2576
 131097.  Zn52      1.2576   1.4631  -1.5253
 131111.  Zn52      1.5253   1.2576  -1.4631
 131120.  Zn52      1.2576   1.5253  -1.4631
 131134.  Zn52      1.4631   1.5253  -1.2576
 131162.  Zn53      1.1705   0.6226  -1.4039
 131182.  Zn53      1.4039   1.1705  -0.6226
 131189.  Zn53      0.6226   1.1705  -1.4039
 131212.  Zn53      1.4039   0.6226  -1.1705
 131223.  Zn53      0.6226   1.4039  -1.1705
 131229.  Zn53      1.1705   1.4039  -0.6226
 131265.  Zn54      1.6530   0.8187  -1.1456
 131276.  Zn54      1.1456   1.6530  -0.8187
 131290.  Zn54      0.8187   1.6530  -1.1456
 131307.  Zn54      1.1456   0.8187  -1.6530
 131314.  Zn54      0.8187   1.1456  -1.6530
 131321.  Zn54      1.6530   1.1456  -0.8187
 131362.  Zn56      1.3977   0.8654  -0.6848
 131366.  Zn56      0.8654   0.6848  -1.3977
 131370.  Zn56      0.6848   1.3977  -0.8654
 131391.  Zn56      0.8654   1.3977  -0.6848
 131393.  Zn56      0.6848   0.8654  -1.3977
 131395.  Zn56      1.3977   0.6848  -0.8654
 131453.  Zn57      1.7775   0.5852  -0.7658
 131473.  Zn57      0.7658   1.7775  -0.5852
 131480.  Zn57      0.5852   1.7775  -0.7658
 131494.  Zn57      0.7658   0.5852  -1.7775
 131505.  Zn57      0.5852   0.7658  -1.7775
 131520.  Zn57      1.7775   0.7658  -0.5852
 131547.  Zn58      1.4288   1.6032  -1.5845
